code,current,name,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,disciplines,events,birth_place,birth_country,residence_place,residence_country,occupation,lang,age,medal_date,medal_type,medal_code,discipline,event,event_type,is_medallist,medallist_binary,in_team
1535439,True,RODRIGUEZ Gabriela,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Shooting'],['Skeet Women'],NUEVO LEON,Mexico,SALTILLO,Mexico,Athlete,"English, Spanish",27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535440,True,ZAVALA VAZQUEZ Alejandra,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",GUADALAJARA,Mexico,LEON,Mexico,Military athlete,"English, Spanish",40,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535441,True,QUEZADA MARQUEZ Carlos,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",GUADALAJARA,Mexico,GUADALAJARA,Mexico,"Athlete, student",Spanish,24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535442,True,PENAFLOR MOYSEN Aram Michell,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Triathlon'],"[""Men's Individual""]",TOLUCA,Mexico,GUADALAJARA,Mexico,Athlete,Spanish,25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535444,True,REINOSO Sofia,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",PUEBLA,Mexico,TLAPACOYAN,Mexico,Athlete,"English, Spanish",27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535448,True,BRIONES FRAGOZA Beatriz,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",TIJUJANA,Mexico,SULTANA DEL NORTE,Mexico,Athlete,Spanish,25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535449,True,ALANIS MORALES Karina,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",MONTERREY,Mexico,unspecified,unspecified,Athlete,Spanish,30,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535505,True,LINARES Natalia,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,['Athletics'],"[""Women's Long Jump""]",VALLEDUPAR,Colombia,SANTA MARTA,Colombia,"Athlete, student",Spanish,21,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535506,True,LONGA Ronal,Male,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,['Athletics'],"[""Men's 100m""]",ISTMINA,Colombia,BOGOTA,Colombia,Athlete,Spanish,20,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535511,True,RUIZ HURTADO Flor Denis,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,['Athletics'],"[""Women's Javelin Throw""]",PRADERA,Colombia,PALMIRA,Colombia,Athlete,Spanish,33,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535512,True,ORJUELA Angie,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,['Athletics'],"[""Women's Marathon""]",BOGOTA,Colombia,BOGOTA,Colombia,Athlete,Spanish,35,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535513,True,RENTERIA RENTERIA Tatiana,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,['Wrestling'],"[""Women's Freestyle 76kg""]",unspecified,unspecified,VALLE DEL CAUCA,Colombia,Athlete,Spanish,23,2024-08-11,Bronze Medal,3.0,Wrestling,Women's Freestyle 76kg,HATH,True,1,False
1535514,True,VALDES PANA Angie Paola,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,['Boxing'],"[""Women's 60kg""]",BARRANQUILLA,Colombia,BARRANQUILLA,Colombia,Athlete,Spanish,24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535522,True,ARBOLEDA MENDOZA Valeria,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,['Boxing'],"[""Women's 57kg""]",BOGOTA,Colombia,unspecified,Colombia,Parks assistant,Spanish,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535524,True,BOLANOS LOPEZ Victor,Male,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,['Sailing'],"[""Men's Kite""]",RESTREPO VALLE DEL CAUCA,Colombia,SANTIAGO DE CALI,Colombia,Athlete,Spanish,29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535609,True,ABDOLI Samyar,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,['Swimming'],"[""Men's 100m Freestyle""]",unspecified,unspecified,unspecified,unspecified,Athlete,unspecified,21,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535660,True,SIMWAKA Asimenye,Female,Athlete,MAW,Malawi,Malawi,Malawi,Malawi,MAW,['Athletics'],"[""Women's 100m""]",unspecified,Malawi,unspecified,Malawi,"Athlete, soldier",English,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535693,True,AL MARZOOQI Omar Abdul Aziz,Male,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,['Equestrian'],"['Jumping Individual', 'Jumping Team']",unspecified,unspecified,ABU DHABI,UA Emirates,Athlete,"Arabic, English",21,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535729,True,SERRANO Franco,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,['Modern Pentathlon'],"[""Men's Individual""]",BUENOS AIRES,Argentina,BUENOS AIRES,Argentina,Sports soldier in the Argentine Army,Spanish,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535766,True,KUMEL SAADI,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,['Football'],['Men'],AARAU,Switzerland,unspecified,Iraq,Athlete,"Arabic, German",19,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535776,True,JOSEF AL IMAM,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,['Football'],['Men'],unspecified,Sweden,unspecified,Sweden,Athlete,"Arabic, Swedish",19,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535804,True,MUNTADHER ABDULAMEER,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,['Football'],['Men'],unspecified,Iraq,unspecified,Iraq,Athlete,Arabic,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535805,True,MUNTADHER MOHAMMED,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,['Football'],['Men'],unspecified,Iraq,unspecified,IR Iran,Athlete,"Arabic, Persian",23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535852,True,MAEDER Maximilian,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,['Sailing'],"[""Men's Kite""]",FLAWIL,Singapore,unspecified,unspecified,Athlete,"Chinese, English, German",17,2024-08-09,Bronze Medal,3.0,Sailing,Men's Kite,ATH,True,1,False
1535853,True,LO Ryan,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,['Sailing'],"[""Men's Dinghy""]",unspecified,Singapore,unspecified,Singapore,"Athlete, student",English,27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535854,True,SIM En Yi Letitia,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",unspecified,Singapore,SINGAPORE,Singapore,"Athlete, student",English,21,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535856,True,TAN Jonathan Eu Jin,Male,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",SINGAPORE,Singapore,"STANFORD, CA",United States,"Athlete, student","English, Mandarin",22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535858,True,PEREIRA Veronica Shanti,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",unspecified,Singapore,SINGAPORE,Singapore,Athlete,English,27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535910,True,ZAID TAHSEEN,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,['Football'],['Men'],NAJAF,Iraq,unspecified,Iraq,Athlete,Arabic,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535913,True,HUSSEIN AMER,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,['Football'],['Men'],MUTHANNA,Iraq,unspecified,unspecified,Athlete,unspecified,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535914,True,ANAK LISES Bertrand Rhodict,Male,Athlete,MAS,Malaysia,Malaysia,Malaysia,Malaysia,MAS,['Diving'],"[""Men's 10m Platform""]",SARAWAK,Malaysia,KUALA LUMPUR,Malaysia,Athlete,English,19,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535916,True,HUSSEIN LAWEND,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,['Football'],['Men'],unspecified,Iraq,unspecified,Iraq,Athlete,Arabic,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535918,True,WONG Guanjie Johnathan,Male,Athlete,MAS,Malaysia,Malaysia,Malaysia,Malaysia,MAS,['Shooting'],['10m Air Pistol Men'],MELAKA,Malaysia,KUALA LUMPUR,Malaysia,Shooting range manager,"English, Malay, Mandarin",31,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535925,True,MOHAMAD ZUBIR Nur Aisyah,Female,Athlete,MAS,Malaysia,Malaysia,Malaysia,Malaysia,MAS,['Cycling Road'],"[""Women's Road Race""]",KEMAMAN,Malaysia,KUALA TERENGGANU,Malaysia,Athlete,Malay,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535926,True,MOHAMAD LATIF Nur Shazrin,Female,Athlete,MAS,Malaysia,Malaysia,Malaysia,Malaysia,MAS,['Sailing'],"[""Women's Dinghy""]",JOHOR,Malaysia,LANGKAWI,Malaysia,Athlete,"English, Malay",26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535927,True,ALI JASIM,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,['Football'],['Men'],BAGHDAD,Iraq,unspecified,Iraq,Athlete,Arabic,20,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535928,True,KARRAR SAAD,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,['Football'],['Men'],unspecified,Iraq,unspecified,Iraq,Athlete,Arabic,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535929,True,KARRAR MOHAMMED,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,['Football'],['Men'],unspecified,Iraq,unspecified,Iraq,Athlete,Arabic,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535930,True,NIHAD MOHAMMED,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,['Football'],['Men'],unspecified,Iraq,unspecified,Iraq,Athlete,Arabic,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1535959,True,DOUA Camil,Male,Athlete,MTN,Mauritania,Mauritania,Mauritania,Mauritania,MTN,['Swimming'],"[""Men's 50m Freestyle""]",VALENCIENNES,France,unspecified,France,Athlete,"Arabic, French",22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1535993,True,CHEW Caroline,Female,Athlete,SGP,Singapore,Singapore,Singapore,Singapore,SGP,['Equestrian'],['Dressage Individual'],SINGAPORE,Singapore,LONDON,Great Britain,"Athlete, lawyer","English, Mandarin",32,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536032,True,HERNANDEZ FLORES Margarita,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Athletics'],"[""Women's Marathon""]",SAN ANDRES CUEXCONTITLAN,Mexico,TOLUCA,Mexico,"Athlete, administrator, assistant coach",Spanish,38,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536045,True,SALIMI Arian,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,['Taekwondo'],['Men +80kg'],KERMANSHAH,IR Iran,unspecified,IR Iran,Athlete,Farsi,20,2024-08-10,Gold Medal,1.0,Taekwondo,Men +80kg,HATH,True,1,False
1536058,True,BARKHORDARI Mehran,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,['Taekwondo'],['Men -80kg'],QAZVIN,IR Iran,unspecified,IR Iran,Athlete,Farsi,24,2024-08-09,Silver Medal,2.0,Taekwondo,Men -80kg,HATH,True,1,False
1536064,True,NEMATZADEH Mobina,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,['Taekwondo'],['Women -49kg'],unspecified,IR Iran,unspecified,IR Iran,Athlete,Farsi,19,2024-08-07,Bronze Medal,3.0,Taekwondo,Women -49kg,HATH,True,1,False
1536067,True,KIYANICHANDEH Nahid,Female,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,['Taekwondo'],['Women -57kg'],ESFAHAN,IR Iran,unspecified,IR Iran,Athlete,"English, Persian",25,2024-08-08,Silver Medal,2.0,Taekwondo,Women -57kg,HATH,True,1,False
1536157,True,MPALI Adam,Male,Athlete,GAB,Gabon,Gabon,Gabon,Gabon,GAB,['Swimming'],"[""Men's 50m Freestyle""]",unspecified,unspecified,unspecified,unspecified,Athlete,French,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536175,True,AMISON Naima-Zahra,Female,Athlete,DJI,Djibouti,Djibouti,Djibouti,Djibouti,DJI,['Swimming'],"[""Women's 50m Freestyle""]",unspecified,unspecified,unspecified,unspecified,Athlete,unspecified,20,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536184,True,STREHLKE DELGADO Paulo,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Marathon Swimming'],"[""Men's 10km""]",CUERNAVACA,Mexico,unspecified,unspecified,Athlete,Spanish,18,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536190,True,SANDOVAL AYALA Martha,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Marathon Swimming'],"[""Women's 10km""]",unspecified,unspecified,BAJA CALIFORNIA,Mexico,Athlete,Spanish,25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536196,True,ESTUDILLO TORRES Alejandra,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Diving'],"[""Women's 3m Springboard""]",CHIAPAS,Mexico,unspecified,unspecified,Athlete,Spanish,19,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536197,True,CELAYA HERNANDEZ Juan Manuel,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Diving'],"[""Men's Synchronised 3m Springboard""]",MONTERREY,Mexico,unspecified,unspecified,Athlete,"English, Spanish",25,2024-08-02,Silver Medal,2.0,Diving,Men's Synchronised 3m Springboard,TEAM,True,1,True
1536198,True,VAZQUEZ MONTANO Aranza,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Diving'],"[""Women's 3m Springboard""]",LA PAZ,Mexico,unspecified,unspecified,Student,"English, Spanish",21,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536207,True,ALIPOUR SHENAZANDIFARD Reza,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,['Sport Climbing'],"[""Men's Speed""]",QAZVIN,IR Iran,unspecified,unspecified,Athlete,"English, Farsi",30,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536214,True,ALAMIAN Nima,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,['Table Tennis'],"[""Men's Singles""]",BABOL,IR Iran,unspecified,unspecified,Athlete,"English, Farsi",31,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536215,True,ALAMIYAN Noshad,Male,Athlete,IRI,IR Iran,Islamic Republic of Iran,IR Iran,Islamic Republic of Iran,IRI,['Table Tennis'],"[""Men's Singles""]",BABOL,IR Iran,unspecified,unspecified,Athlete,"English, Farsi",32,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536233,True,YASEEN Taha Hussein,Male,Athlete,IRQ,Iraq,Iraq,Iraq,Iraq,IRQ,['Athletics'],"[""Men's 100m""]",unspecified,Iraq,unspecified,unspecified,Athlete,unspecified,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536251,True,MAAN Tulika,Female,Athlete,IND,India,India,India,India,IND,['Judo'],['Women +78 kg'],NEW DELHI,India,NEW DELHI,India,"Athlete, student","English, Hindi, Punjabi",25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536341,True,ANCER Abraham,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Golf'],"[""Men's Individual Stroke Play""]","MCALLEN, TX",United States,unspecified,unspecified,Athlete,English,33,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536368,True,SHARMA Shubhankar,Male,Athlete,IND,India,India,India,India,IND,['Golf'],"[""Men's Individual Stroke Play""]",JHANSI,India,unspecified,unspecified,Athlete,English,28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536371,True,BHULLAR Gaganjeet,Male,Athlete,IND,India,India,India,India,IND,['Golf'],"[""Men's Individual Stroke Play""]",AMRITSAR,India,unspecified,India,Athlete,English,36,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536372,True,GIRMA Ermias,Male,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,['Athletics'],"[""Men's 1500m""]",EZHA DISTRICT,Ethiopia,ADDIS ABABA,Ethiopia,Athlete,"Amharic, Gurage",19,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536460,True,ROJAS Carlos,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Archery'],"[""Men's Individual"", ""Men's Team""]",unspecified,unspecified,unspecified,unspecified,"Athlete, student","German, Spanish",24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1536467,True,MARTINEZ WING Bruno,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Archery'],"[""Men's Individual"", ""Men's Team""]",unspecified,unspecified,SALTILLO,Mexico,Athlete,Spanish,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1536479,True,VAZQUEZ Ana,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Archery'],"[""Women's Individual"", ""Women's Team""]",RAMOS ARIZPE,Mexico,MONCLOVA,Mexico,"Athlete, sport soldier","English, Spanish",23,2024-07-28,Bronze Medal,3.0,Archery,Women's Team,HTEAM,True,1,True
1536494,True,RIVERA Edgar,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Athletics'],"[""Men's High Jump""]",AGUA PRIETA,Mexico,ZURICH,Switzerland,Athlete,"English, Spanish",33,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536495,True,TAMAYO-GARZA Cecilia,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",LEON,Mexico,"HOUSTON, TX",United States,Athlete,"English, Spanish",27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536496,True,ALEMU Habitam,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,['Athletics'],"[""Women's 800m""]",MERAWI,Ethiopia,ADDIS ABABA,Ethiopia,Athlete,Amharic,27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536497,True,MESELE Worknesh,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,['Athletics'],"[""Women's 800m""]",SHEBEDINO,Ethiopia,ADDIS ABABA,Ethiopia,Athlete,"Amharic, Sidaama",23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536498,True,DUGUMA Tsige,Female,Athlete,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,['Athletics'],"[""Women's 800m""]","KAMASHI ZONE, BENISHANGUL-GUMUZ",Ethiopia,ADDIS ABABA,Ethiopia,Athlete,"Amharic, Gumuz",23,2024-08-05,Silver Medal,2.0,Athletics,Women's 800m,ATH,True,1,False
1536522,True,ASHOK Aditi,Female,Athlete,IND,India,India,India,India,IND,['Golf'],"[""Women's Individual Stroke Play""]",BENGALURU,India,BENGALURU,India,Athlete,English,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1536523,True,DAGAR Diksha,Female,Athlete,IND,India,India,India,India,IND,['Golf'],"[""Women's Individual Stroke Play""]",JHAJJAR,India,DELHI,India,Athlete,English,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
